scheduled_dep_time,distance,weather_delay,dep_hour,dep_minute,carrier,carrier_encoded
803,739,2.004709485851364,8,3,AA,0
824,786,15.16386779377636,8,24,AA,0
93,2090,5.692791162217372,0,93,AA,0
1391,1347,0.3355045876027939,13,91,AA,0
2262,1561,12.269752795842768,22,62,AA,0
925,1669,1.1854873115483109,9,25,AA,0
58,1904,4.761813096328407,0,58,AA,0
499,1899,16.914583841850465,4,99,AA,0
2121,656,5.097808025409863,21,21,AA,0
1060,2488,4.489459940722529,10,60,AA,0
1992,917,1.7016591564597623,19,92,AA,0
854,1799,0.1615660426042516,8,54,AA,0
942,1713,17.1212052801629,9,42,AA,0
948,2722,5.093491777464214,9,48,AA,0
481,1791,3.2277280780781896,4,81,AA,0
401,231,5.465104436603308,4,1,AA,0
1147,1832,1.75362022783297,11,47,AA,0
1589,865,3.3329563110991147,15,89,AA,0
1737,2759,1.3466945836292157,17,37,AA,0
1185,1484,2.6370571067301456,11,85,AA,0
1742,1342,0.8609131507486771,17,42,AA,0
2298,1410,1.6847059099861257,22,98,AA,0
2269,2037,13.531413776983571,22,69,AA,0
1285,1887,1.2196604055296123,12,85,AA,0
1005,2138,5.943785324212326,10,5,AA,0
1390,242,1.1760619933764858,13,90,AA,0
1955,2409,8.110515944046316,19,55,AA,0
1154,2609,18.38189433699704,11,54,AA,0
2048,212,11.52385723772179,20,48,AA,0
2006,1517,2.556067656616525,20,6,AA,0
1831,2441,4.134343301788194,18,31,AA,0
1179,282,5.434506455724969,11,79,AA,0
727,405,1.3961564800989643,7,27,AA,0
52,950,0.8437460521144723,0,52,AA,0
1311,360,10.066054708010412,13,11,AA,0
1423,1923,5.283723416502372,14,23,AA,0
1135,2021,0.4135573266560102,11,35,AA,0
869,1162,2.0868200665539773,8,69,AA,0
1481,1065,4.597658365842624,14,81,AA,0
1091,643,0.7707281047749224,10,91,AA,0
2154,1651,7.5721068617486145,21,54,AA,0
1798,1753,0.3922550326820633,17,98,AA,0
1303,2569,5.371624158331933,13,3,AA,0
232,571,1.6463256997509794,2,32,AA,0
1838,2297,0.845562659083462,18,38,AA,0
1448,2976,0.6329832451091767,14,48,AA,0
1417,2157,0.884770001739824,14,17,AA,0
1046,2488,0.710444313870483,10,46,AA,0
325,1442,12.49383997339086,3,25,AA,0
800,2652,20.77745977803289,8,0,AA,0
1814,863,3.99620504338328,18,14,AA,0
1629,2012,12.235576835440574,16,29,AA,0
881,421,15.738655856034814,8,81,AA,0
1268,2770,13.061269121306452,12,68,AA,0
1342,1007,0.2908683332008835,13,42,AA,0
1518,2230,14.71533739681969,15,18,AA,0
62,2199,6.263850422596944,0,62,AA,0
1824,1543,8.671403297222902,18,24,AA,0
1990,2362,13.721755800664743,19,90,AA,0
1547,961,1.0748694331616924,15,47,AA,0
1834,1505,0.5946383200127588,18,34,AA,0
2338,1937,4.788596381271174,23,38,AA,0
736,599,1.622358131755146,7,36,AA,0
1726,2678,21.83536526308101,17,26,AA,0
1487,1406,4.09062819920189,14,87,AA,0
2042,1610,0.8464873754683377,20,42,AA,0
1016,1386,9.17712522076209,10,16,AA,0
341,541,0.1732563257000391,3,41,AA,0
1797,2642,0.1855603864905348,17,97,AA,0
1121,2791,3.40255456815113,11,21,AA,0
1724,1685,11.221980623590548,17,24,AA,0
2036,852,1.3842381519483025,20,36,AA,0
2154,1004,6.912470885435549,21,54,AA,0
1220,968,5.128087747889119,12,20,AA,0
2299,2653,17.108409758787573,22,99,AA,0
1328,580,8.397824835381655,13,28,AA,0
966,2604,8.558048483617958,9,66,AA,0
1733,1037,0.3808174889929582,17,33,AA,0
274,2002,6.818796082015325,2,74,AA,0
1334,1854,4.546243006061857,13,34,AA,0
1955,1528,23.19609541639812,19,55,AA,0
1533,259,5.031447583831379,15,33,AA,0
1997,675,0.0175473888571874,19,97,AA,0
1416,2701,0.9928890391412344,14,16,AA,0
755,1524,18.649672053376136,7,55,AA,0
1990,1625,1.641261546146505,19,90,AA,0
2328,1876,0.8937993189006801,23,28,AA,0
301,1004,5.964243391850365,3,1,AA,0
1039,1820,8.244952878484455,10,39,AA,0
1198,2983,3.015912901393188,11,98,AA,0
1718,1705,4.405740961376577,17,18,AA,0
201,1924,10.890297055696356,2,1,AA,0
215,2146,2.743091404414078,2,15,AA,0
1188,2957,3.67245994689319,11,88,AA,0
2117,374,3.926031641631933,21,17,AA,0
795,2323,0.0447072169003666,7,95,AA,0
2012,1583,2.4087620333577955,20,12,AA,0
2339,2393,3.5281125334906545,23,39,AA,0
1252,2982,6.471069627943514,12,52,AA,0
20,1097,0.7143950397264949,0,20,AA,0
952,2888,13.055860308393433,9,52,AA,0
1803,1485,9.24634964933136,18,3,AA,0
788,1014,0.043960049776297,7,88,AA,0
1309,2642,0.2649464495860051,13,9,AA,0
200,313,6.219455940508056,2,0,AA,0
1439,1163,8.94524789463625,14,39,AA,0
2069,2448,1.849089784387038,20,69,AA,0
1763,1525,4.569459340172598,17,63,AA,0
2021,2890,6.690641403921964,20,21,AA,0
1346,1228,4.610977358878683,13,46,AA,0
2015,1817,4.132689043490353,20,15,AA,0
872,2796,9.951354094295256,8,72,AA,0
61,2261,2.759117297241815,0,61,AA,0
235,1869,4.805368688942838,2,35,AA,0
1908,2963,5.122637411288876,19,8,AA,0
1201,2636,0.0994102617747348,12,1,AA,0
1131,2282,1.8402676333986443,11,31,AA,0
636,540,9.901904406172354,6,36,AA,0
1674,478,5.25024570955695,16,74,AA,0
822,1827,1.964906444478788,8,22,AA,0
1214,2986,4.730576109132506,12,14,AA,0
409,1289,2.3321500623848745,4,9,AA,0
151,2699,0.9240141382744376,1,51,AA,0
1765,2032,0.727335101173508,17,65,AA,0
12,613,5.998000798693175,0,12,AA,0
1395,950,5.893686878396922,13,95,AA,0
2188,212,0.1366969200842705,21,88,AA,0
1831,771,10.992106212953294,18,31,AA,0
1867,568,11.19993247767288,18,67,AA,0
1433,520,9.483180031248974,14,33,AA,0
1621,2949,13.002960167642549,16,21,AA,0
793,1447,3.464489776356483,7,93,AA,0
192,404,6.1332057010138,1,92,AA,0
896,2188,1.76487724578388,8,96,AA,0
1432,1309,12.761478456585682,14,32,AA,0
2069,1193,6.062444421852625,20,69,AA,0
224,2482,0.8402104783852482,2,24,AA,0
1135,589,2.940983534829354,11,35,AA,0
144,391,1.3052652195876433,1,44,AA,0
1887,2629,0.5197504526064336,18,87,AA,0
1446,1445,0.84630308849101,14,46,AA,0
1446,2588,7.886989354871424,14,46,AA,0
1443,2967,5.216877220242033,14,43,AA,0
1511,733,9.127712361426264,15,11,AA,0
1138,2929,3.607333987416622,11,38,AA,0
1988,1188,11.730852009105304,19,88,AA,0
1016,2882,17.848933125755735,10,16,AA,0
1935,2409,4.351860710894581,19,35,AA,0
1586,1492,5.245164152250201,15,86,AA,0
1950,2690,5.240496414959857,19,50,AA,0
1190,1050,13.848122850490665,11,90,AA,0
1508,2551,10.6923784205577,15,8,AA,0
1736,2219,2.6147187827990552,17,36,AA,0
366,2203,5.091366284008797,3,66,AA,0
502,647,8.496397992400366,5,2,AA,0
1673,229,6.461853988106566,16,73,AA,0
1834,2850,0.1168447080151069,18,34,AA,0
1259,2473,1.376019714511366,12,59,AA,0
1892,458,4.293024586945533,18,92,AA,0
1784,2441,8.675896816127507,17,84,AA,0
2267,2932,2.7042360280812803,22,67,AA,0
861,526,2.873447356348727,8,61,AA,0
712,1851,2.9038894537270026,7,12,AA,0
2177,947,0.2590247475325701,21,77,AA,0
753,215,8.849570692532364,7,53,AA,0
410,2250,5.20014945185089,4,10,AA,0
533,2301,4.724925118362861,5,33,AA,0
978,1062,6.226532710155404,9,78,AA,0
898,2233,3.033577167261154,8,98,AA,0
1668,2437,3.321784523167387,16,68,AA,0
242,2587,6.951581099407589,2,42,AA,0
741,1935,12.576711633395874,7,41,AA,0
1953,985,1.030517625813528,19,53,AA,0
1767,2757,2.4418079753262387,17,67,AA,0
660,880,7.696303525155166,6,60,AA,0
27,2236,15.662126429064717,0,27,AA,0
723,2619,0.7374602040547685,7,23,AA,0
1263,924,7.097734786758075,12,63,AA,0
1595,2409,7.692250134912536,15,95,AA,0
865,1180,4.057893405043445,8,65,AA,0
143,568,7.566939552346414,1,43,AA,0
2292,1276,1.719944872932966,22,92,AA,0
2189,2638,12.624508656915316,21,89,AA,0
718,510,1.0601554083990683,7,18,AA,0
1539,1058,3.166146132835149,15,39,AA,0
2125,1778,3.460679369095532,21,25,AA,0
2169,329,9.60317751284555,21,69,AA,0
872,2454,3.678238924881521,8,72,AA,0
493,1342,0.541777181031291,4,93,AA,0
445,857,3.0288804028526224,4,45,AA,0
1034,2078,0.9987380753700864,10,34,AA,0
134,1456,5.16723755773236,1,34,AA,0
1684,318,8.51810002776395,16,84,AA,0
1666,2505,3.5246265314612915,16,66,AA,0
1991,1530,5.506777795846426,19,91,AA,0
1362,1036,0.94533130286846,13,62,AA,0
881,480,16.661830999256356,8,81,AA,0
1283,1450,0.8951090062038833,12,83,AA,0
2226,833,4.494842344107676,22,26,AA,0
2027,1719,6.298286089398275,20,27,AA,0
546,1874,1.347884825780052,5,46,AA,0
2129,2430,5.173952276592067,21,29,AA,0
1426,317,6.142269247643872,14,26,AA,0
1630,340,17.11073808989361,16,30,AA,0
623,2489,7.013645206248348,6,23,AA,0
792,1584,3.037861047133414,7,92,AA,0
353,1034,0.308713113040004,3,53,AA,0
241,902,0.0198895304076506,2,41,AA,0
540,756,5.248657295875379,5,40,AA,0
2274,303,1.0271039699999878,22,74,AA,0
1055,2909,3.020198220217078,10,55,AA,0
808,1602,6.097187107576421,8,8,AA,0
639,643,4.503869924122527,6,39,AA,0
532,1574,4.342032064380072,5,32,AA,0
1113,1235,1.7370590419980911,11,13,AA,0
1525,2108,7.76920990980492,15,25,AA,0
1149,2119,4.410991210239984,11,49,AA,0
1512,1646,0.3765193661582915,15,12,AA,0
370,635,2.1745659835091096,3,70,AA,0
1164,2109,3.266682446779124,11,64,AA,0
1593,2729,2.0559631405365124,15,93,AA,0
938,584,0.3752419181982828,9,38,AA,0
2327,352,9.176300506438608,23,27,AA,0
1568,1589,0.4865902370893187,15,68,AA,0
1917,203,0.2738291377756744,19,17,AA,0
2310,2845,3.1567836362378934,23,10,AA,0
66,2135,4.226954188941942,0,66,AA,0
1319,1559,11.098009994632584,13,19,AA,0
1146,1128,3.704146502598752,11,46,AA,0
426,1431,0.3864405530111776,4,26,AA,0
1129,241,20.23153736192992,11,29,AA,0
1114,819,1.5901905980172562,11,14,AA,0
1359,1633,9.108126121047595,13,59,AA,0
1798,2078,1.5107809116703574,17,98,AA,0
2260,921,3.134755232529616,22,60,AA,0
504,1943,0.4186193193453458,5,4,AA,0
408,1063,8.392070604519565,4,8,AA,0
714,310,1.903521854194792,7,14,AA,0
1867,2183,0.0676045349915304,18,67,AA,0
1280,323,0.4475852963763016,12,80,AA,0
909,2029,2.4470317678128444,9,9,AA,0
1271,1888,15.098969598777286,12,71,AA,0
533,2359,2.5733190629217955,5,33,AA,0
1177,2276,3.3699317341390933,11,77,AA,0
2009,1649,1.555937950978887,20,9,AA,0
1521,1074,11.208180696639351,15,21,AA,0
2145,1687,11.099722865730104,21,45,AA,0
358,1253,12.821333664146264,3,58,AA,0
2150,2967,4.87437715109745,21,50,AA,0
697,402,1.9621755992652483,6,97,AA,0
29,1709,3.775979514541936,0,29,AA,0
140,1198,8.355918432329435,1,40,AA,0
233,1587,0.133100890773559,2,33,AA,0
528,2202,3.502460869986093,5,28,AA,0
60,1689,10.702230027249334,0,60,AA,0
1146,691,5.214240284656101,11,46,AA,0
1096,1560,7.149567039334367,10,96,AA,0
2375,870,3.756089928736699,23,75,AA,0
422,2072,1.558638713883094,4,22,AA,0
102,1034,3.2313239342865723,1,2,AA,0
953,717,0.6326001532539891,9,53,AA,0
368,1631,0.9730857952258078,3,68,AA,0
1875,2920,3.010098048799232,18,75,AA,0
251,715,24.02461114889711,2,51,AA,0
2074,2565,0.9522686914129402,20,74,AA,0
338,2310,2.7215007040014543,3,38,AA,0
1069,1107,4.111152060680635,10,69,AA,0
996,1224,1.7514464655329207,9,96,AA,0
2238,418,4.401115623833416,22,38,AA,0
1164,2192,5.373942177593745,11,64,AA,0
1581,1841,16.54344737487191,15,81,AA,0
1823,266,5.943593445031119,18,23,AA,0
893,2323,6.0918677452689725,8,93,AA,0
2094,2819,2.0684694796688485,20,94,AA,0
814,1751,5.109200311470464,8,14,AA,0
1326,331,3.108403400717287,13,26,AA,0
98,806,0.4225247693506057,0,98,AA,0
973,678,4.353158648204207,9,73,AA,0
1708,1818,6.57233870750842,17,8,AA,0
1153,2406,0.7442537570434599,11,53,AA,0
251,1785,0.3461665205607527,2,51,AA,0
24,951,0.286094119224297,0,24,AA,0
1131,409,8.386399887166236,11,31,AA,0
316,665,4.292319359557437,3,16,AA,0
1279,836,7.643257604575954,12,79,AA,0
349,1498,0.1880076233850838,3,49,AA,0
94,2985,5.940615480877231,0,94,AA,0
1084,1836,0.1658529881106207,10,84,AA,0
400,2511,7.103856623463379,4,0,AA,0
595,2335,10.484286046486115,5,95,AA,0
1708,814,2.353101855040822,17,8,AA,0
1879,1752,0.3827039541841676,18,79,AA,0
2282,2854,2.425829131067791,22,82,AA,0
29,2303,4.625457703006775,0,29,AA,0
1497,2169,11.373805013988555,14,97,AA,0
1772,279,1.205114974140353,17,72,AA,0
2347,1374,1.2194985339882494,23,47,AA,0
1187,1578,2.7115820551010748,11,87,AA,0
707,2367,4.096170238320393,7,7,AA,0
1606,2555,1.3216588969887084,16,6,AA,0
1732,1195,0.929403381470748,17,32,AA,0
303,1692,0.5275482836652202,3,3,AA,0
986,2966,1.618401361851163,9,86,AA,0
2084,2034,2.6704359139467067,20,84,AA,0
711,1597,1.454716957176866,7,11,AA,0
2140,2671,13.491956501813224,21,40,AA,0
1393,429,2.464080188814644,13,93,AA,0
844,1311,1.6372912508101267,8,44,AA,0
1730,2014,2.404552792888097,17,30,AA,0
2203,1771,12.610757103934398,22,3,AA,0
